Field_ID,Pollution_level,Plot_size,Crop_type,Annual_yield,Standard_yield
24401,0.28,3.2,cassava,1.74,0.54
14978,0.04,2.1,banana,1.07,0.51
40451,0.34,4.0,tea,2.21,0.55
23910,0.12,4.3,potato,2.65,0.62
1162,0.01,3.3,banana,1.36,0.41
25056,0.28,0.8,potato,0.46,0.57
33574,0.24,4.1,tea,2.95,0.72
20996,0.24,4.3,potato,2.48,0.58
34359,0.05,14.4,banana,4.79,0.33
11393,0.27,1.8,tea,0.98,0.54
30343,0.01,1.8,banana,0.79,0.44
34784,0.06,6.8,wheat,2.84,0.42
8194,0.09,4.1,coffee,1.66,0.41
8040,0.07,5.3,tea,4.13,0.78
17005,0.27,8.8,banana,4.4,0.5
42023,0.1,4.5,banana,2.15,0.48
14934,0.07,4.5,tea,2.57,0.57
4579,0.31,3.4,banana,2.0,0.59
3029,0.03,1.9,banana,1.0,0.53
25440,0.01,9.5,cassava,4.33,0.46
476,0.18,1.5,potato,0.86,0.57
4207,0.05,3.3,wheat,1.66,0.5
6769,0.74,1.4,wheat,0.59,0.42
30060,0.03,0.6,maize,0.33,0.55
9024,0.11,2.5,wheat,1.53,0.61
25680,0.09,4.3,potato,2.72,0.63
5865,0.77,0.8,tea,0.39,0.49
23082,0.25,1.6,tea,0.95,0.59
31409,0.1,12.2,cassava,6.03,0.49
13819,0.76,0.8,wheat,0.33,0.42
28209,0.42,2.7,cassava,1.51,0.56
3243,0.06,4.5,coffee,2.23,0.49
42245,0.13,3.4,tea,2.4,0.7
2081,0.37,2.4,tea,1.53,0.64
6847,0.37,9.2,wheat,4.83,0.52
5907,0.29,1.8,wheat,1.0,0.55
1846,0.04,9.9,wheat,4.31,0.43
43923,0.36,1.9,maize,0.86,0.45
23547,0.39,14.0,wheat,6.21,0.44
32522,0.06,2.9,coffee,1.41,0.48
12172,0.08,3.6,wheat,1.84,0.51
31725,0.36,13.3,cassava,6.87,0.52
18176,0.42,3.6,wheat,1.64,0.46
7096,0.39,1.1,tea,0.57,0.52
15273,0.14,0.9,maize,0.46,0.52
2055,0.26,2.0,tea,0.84,0.42
23859,0.05,4.9,cassava,2.43,0.5
37937,0.25,1.5,potato,0.93,0.62
24979,0.14,1.6,wheat,0.94,0.59
32648,0.2,0.8,tea,0.58,0.73
27112,0.0,0.7,coffee,0.32,0.46
12378,0.14,0.7,tea,0.61,0.87
20402,0.13,1.3,tea,0.87,0.67
18498,0.0,2.5,tea,2.1,0.84
29562,0.27,14.8,maize,6.58,0.44
38563,0.45,4.9,tea,3.27,0.67
7762,0.16,4.6,potato,2.42,0.53
29123,0.28,2.5,tea,1.08,0.43
21546,0.38,4.5,wheat,2.15,0.48
33240,0.13,1.7,cassava,0.95,0.56
32558,0.14,11.3,banana,6.85,0.61
7915,0.01,1.8,potato,1.1,0.61
26816,0.16,1.8,tea,0.83,0.46
38206,0.0,1.3,wheat,0.53,0.41
12883,0.0,8.7,rice,4.39,0.5
16367,0.14,2.0,maize,1.32,0.66
5040,0.0,6.0,wheat,2.61,0.44
16255,0.08,0.6,cassava,0.35,0.58
8784,0.45,3.2,maize,1.56,0.49
26084,0.0,1.1,maize,0.62,0.57
150,0.46,6.5,wheat,3.2,0.49
34046,0.18,1.8,tea,1.39,0.77
43527,0.0,5.8,wheat,2.99,0.51
7516,0.21,5.0,wheat,2.95,0.59
26151,0.53,2.7,tea,1.53,0.57
37379,0.23,1.4,maize,0.85,0.61
9604,0.0,1.3,wheat,0.66,0.51
42482,0.34,0.6,wheat,0.3,0.5
9871,0.07,7.0,rice,4.27,0.61
16341,0.23,1.9,wheat,1.14,0.6
43586,0.03,0.7,coffee,0.39,0.56
23075,0.3,10.7,potato,6.71,0.63
26185,0.0,3.8,banana,1.85,0.49
5733,0.11,1.1,banana,0.57,0.51
43369,0.23,1.6,banana,0.65,0.41
24608,0.0,12.6,rice,6.8,0.54
24909,0.3,1.6,wheat,0.66,0.41
6108,0.25,7.2,tea,5.45,0.76
13738,0.05,13.7,coffee,4.86,0.35
23270,0.35,1.1,cassava,0.37,0.34
12880,0.43,10.5,tea,6.65,0.63
28395,0.01,3.6,banana,1.89,0.52
19566,0.13,2.9,wheat,1.23,0.42
39130,0.05,4.3,cassava,2.19,0.51
30353,0.41,4.0,wheat,2.17,0.54
9925,0.02,4.9,coffee,2.05,0.42
23000,0.45,2.9,cassava,1.7,0.59
26480,0.0,0.6,banana,0.19,0.32
32882,0.44,1.1,maize,0.39,0.36
31854,0.04,8.9,cassava,3.54,0.4
14896,0.07,12.0,banana,5.81,0.48
7786,0.23,3.4,wheat,1.56,0.46
23543,0.1,1.5,wheat,1.08,0.72
42407,0.06,2.4,tea,1.27,0.53
7264,0.21,5.0,potato,2.95,0.59
29786,0.28,1.8,coffee,0.83,0.46
4243,0.26,1.4,coffee,0.7,0.5
5923,0.05,2.0,wheat,0.96,0.48
33057,0.14,2.4,coffee,1.03,0.43
41201,0.49,4.4,cassava,2.65,0.6
19231,0.25,1.5,tea,0.98,0.66
20701,0.25,0.9,tea,0.68,0.76
28056,0.32,1.7,potato,0.95,0.56
33519,0.12,2.7,coffee,1.6,0.59
8230,0.12,2.4,maize,1.33,0.55
41612,0.12,4.1,tea,2.93,0.71
5920,0.07,2.0,tea,1.44,0.72
41602,0.0,0.8,wheat,0.41,0.52
17784,0.27,1.4,coffee,0.75,0.53
3016,0.04,1.3,banana,0.75,0.58
24581,0.05,1.3,rice,0.78,0.6
3455,0.04,2.6,banana,1.01,0.39
24112,0.28,3.9,wheat,2.09,0.54
39744,0.22,2.5,tea,1.11,0.44
17641,0.22,3.9,wheat,2.23,0.57
5165,0.19,2.3,wheat,1.28,0.56
37970,0.04,3.2,banana,1.77,0.55
41985,0.06,4.9,maize,2.32,0.47
32869,0.13,2.8,wheat,1.21,0.43
4707,0.88,3.0,wheat,1.11,0.37
44666,0.22,1.6,maize,0.83,0.52
16231,0.03,13.6,wheat,8.54,0.63
45035,0.61,3.8,coffee,1.33,0.35
37299,0.01,3.0,rice,1.58,0.53
22971,0.21,11.2,tea,8.59,0.77
41239,0.21,3.9,maize,1.93,0.49
14486,0.0,3.4,tea,2.65,0.78
6014,0.23,3.1,potato,1.8,0.58
20197,0.44,2.9,maize,1.01,0.35
2952,0.72,1.2,tea,0.41,0.34
2943,0.06,0.7,banana,0.35,0.5
28501,0.07,4.5,banana,1.91,0.42
40793,0.26,0.5,wheat,0.29,0.58
40184,0.22,1.5,potato,0.93,0.62
17979,0.01,1.5,wheat,1.09,0.72
3263,0.65,5.0,tea,2.37,0.47
43716,0.22,0.6,cassava,0.36,0.61
35582,0.0,3.3,coffee,1.8,0.54
44591,0.4,1.6,potato,0.86,0.54
24339,0.33,0.9,potato,0.48,0.54
42691,0.19,1.2,wheat,0.57,0.48
5987,0.0,2.8,coffee,1.37,0.49
19245,0.14,4.9,tea,3.39,0.69
6890,0.03,4.2,rice,2.6,0.62
13695,0.0,1.5,wheat,0.72,0.48
14942,0.39,2.8,cassava,1.31,0.47
9661,0.11,4.8,potato,2.41,0.5
37008,0.22,1.0,tea,0.45,0.45
40476,0.15,4.7,banana,2.29,0.49
24896,0.09,4.8,wheat,1.94,0.4
37161,0.67,0.8,wheat,0.4,0.5
2328,0.28,1.8,tea,1.22,0.68
42010,0.57,2.3,coffee,0.87,0.38
42887,0.19,3.9,coffee,1.67,0.43
32343,0.64,3.2,tea,1.68,0.52
6583,0.13,3.1,potato,1.76,0.57
22569,0.09,4.7,tea,3.1,0.66
32411,0.32,3.7,maize,1.84,0.5
25533,0.31,4.5,potato,2.64,0.59
41221,0.31,1.9,wheat,0.93,0.49
25257,0.11,1.5,cassava,0.74,0.5
4538,0.0,3.0,banana,1.14,0.38
29933,0.01,0.6,coffee,0.23,0.39
25082,0.38,1.4,tea,0.78,0.56
35277,0.01,1.0,potato,0.62,0.62
35441,0.26,2.7,coffee,1.05,0.39
24467,0.11,1.1,wheat,0.44,0.4
43728,0.8,12.8,tea,6.11,0.48
44350,0.28,5.9,maize,4.01,0.68
13075,0.18,7.8,potato,4.5,0.58
2385,0.02,1.0,tea,0.43,0.43
36829,0.45,4.6,potato,2.69,0.58
26087,0.22,11.1,tea,9.77,0.88
9986,0.11,14.6,cassava,5.95,0.41
33239,0.21,0.7,wheat,0.36,0.52
37922,0.13,0.5,tea,0.39,0.78
41173,0.14,1.6,maize,0.76,0.47
35653,0.0,1.8,wheat,0.88,0.49
42037,0.14,1.2,potato,0.69,0.57
37677,0.04,6.0,maize,3.93,0.65
41263,0.2,1.3,wheat,0.87,0.67
13920,0.18,2.5,banana,1.29,0.51
2265,0.03,4.3,banana,2.03,0.47
5545,0.44,11.0,maize,5.69,0.52
13997,0.02,4.8,rice,2.55,0.53
7515,0.08,2.2,coffee,1.3,0.59
12892,0.0,2.6,wheat,1.34,0.52
1276,0.86,4.4,cassava,2.18,0.5
5158,0.0,0.9,rice,0.48,0.53
6390,0.1,1.9,wheat,0.77,0.41
3461,0.38,1.1,tea,0.77,0.7
25113,0.23,5.5,potato,3.29,0.6
9548,0.15,4.8,potato,2.88,0.6
14335,0.0,0.6,rice,0.38,0.64
7033,0.27,3.2,tea,2.12,0.66
14032,0.36,3.6,cassava,1.23,0.34
5034,0.33,9.9,wheat,4.58,0.46
19764,0.26,11.0,potato,5.53,0.5
32205,0.31,1.5,potato,0.91,0.61
31196,0.14,3.6,wheat,1.7,0.47
31011,0.26,1.2,maize,0.7,0.59
38929,0.33,6.9,cassava,4.0,0.58
1034,0.04,4.2,cassava,2.16,0.51
18863,0.92,3.8,maize,1.7,0.45
10859,0.06,1.7,wheat,0.94,0.56
33079,0.43,3.2,cassava,1.78,0.56
37889,0.05,11.2,coffee,5.31,0.47
8372,0.29,0.6,cassava,0.37,0.61
30142,0.01,2.8,rice,1.63,0.58
19495,0.33,0.7,potato,0.38,0.54
32646,0.34,0.9,tea,0.57,0.64
9831,0.15,4.7,coffee,2.03,0.43
22071,0.02,8.9,coffee,5.0,0.56
15541,0.35,2.7,cassava,1.63,0.61
15637,0.42,13.0,coffee,4.38,0.34
39450,0.07,3.6,cassava,2.12,0.59
38980,0.2,2.5,wheat,1.47,0.59
22674,0.24,3.7,potato,1.89,0.51
37876,0.06,11.0,wheat,6.87,0.62
10803,0.77,11.6,cassava,4.9,0.42
30293,0.09,3.6,tea,2.41,0.67
41710,0.05,3.4,cassava,1.65,0.49
43434,0.01,1.8,banana,0.72,0.4
25637,0.0,0.9,potato,0.61,0.68
15257,0.0,6.3,wheat,3.21,0.51
36531,0.22,2.7,potato,1.58,0.59
4859,0.23,10.3,cassava,4.62,0.45
1282,0.03,0.5,banana,0.24,0.49
32774,0.05,9.1,coffee,4.83,0.53
2110,0.1,0.6,cassava,0.28,0.46
7817,0.17,6.8,coffee,3.54,0.52
9060,0.09,3.0,cassava,1.15,0.38
34601,0.95,2.2,tea,1.12,0.51
11293,0.16,2.3,maize,1.26,0.55
29096,0.02,4.6,wheat,2.27,0.49
26560,0.09,14.9,banana,6.9,0.46
6807,0.1,10.3,tea,5.38,0.52
14623,0.0,4.3,wheat,3.07,0.71
11661,0.0,3.1,rice,1.79,0.58
5959,0.36,10.9,tea,8.15,0.75
28206,0.09,1.4,wheat,0.76,0.55
34058,0.21,1.8,potato,1.05,0.58
28364,0.4,1.1,potato,0.7,0.64
20687,0.89,1.9,wheat,0.59,0.31
29003,0.11,7.5,wheat,4.55,0.61
32304,0.22,12.0,coffee,8.31,0.69
8394,0.12,3.8,tea,2.82,0.74
44700,0.01,4.4,wheat,2.21,0.5
19570,0.28,11.8,tea,9.17,0.78
29418,0.39,4.0,wheat,2.07,0.52
41164,0.21,1.8,tea,0.73,0.4
15601,0.12,9.5,wheat,5.04,0.53
7481,0.54,4.4,wheat,2.03,0.46
17196,0.11,1.3,wheat,0.72,0.55
12010,0.08,1.1,banana,0.53,0.48
23917,0.27,3.0,wheat,1.84,0.61
30272,0.04,1.5,banana,0.64,0.43
18873,0.76,3.7,tea,1.59,0.43
42052,0.06,1.0,tea,0.45,0.45
25270,0.02,1.6,wheat,0.84,0.52
23789,0.16,1.8,cassava,1.03,0.57
12732,0.05,10.3,cassava,4.65,0.45
44197,0.0,3.5,banana,1.39,0.4
42752,0.11,0.7,tea,0.45,0.65
36260,0.25,1.4,tea,0.6,0.43
20392,0.28,8.4,wheat,4.13,0.49
31347,0.09,6.2,coffee,3.24,0.52
9744,0.16,12.0,coffee,6.48,0.54
33469,0.0,4.3,wheat,2.24,0.52
31682,0.09,3.3,tea,2.46,0.75
15959,0.03,2.5,wheat,1.39,0.56
12097,0.72,5.7,cassava,3.0,0.53
39291,0.44,3.3,cassava,1.92,0.58
4377,0.13,1.3,banana,0.59,0.45
26878,0.33,4.8,potato,2.3,0.48
8902,0.38,4.6,cassava,2.57,0.56
22623,0.01,2.5,wheat,1.29,0.51
1139,0.12,4.4,tea,3.08,0.7
20335,0.43,4.2,wheat,2.25,0.54
4241,0.44,3.0,cassava,1.49,0.5
31173,0.02,2.0,coffee,1.06,0.53
29694,0.05,1.1,coffee,0.51,0.46
330,0.04,2.5,cassava,1.14,0.46
31534,0.13,4.5,wheat,2.33,0.52
14449,0.08,3.8,tea,2.19,0.58
39167,0.04,12.6,banana,7.34,0.58
8020,0.16,0.8,coffee,0.31,0.39
20348,0.16,4.9,wheat,2.89,0.59
43697,0.12,3.4,potato,2.08,0.61
19032,0.64,6.8,wheat,2.91,0.43
12824,0.0,4.6,wheat,2.04,0.44
33517,0.4,0.6,potato,0.32,0.53
39473,0.1,6.2,wheat,3.49,0.56
29076,0.03,4.7,coffee,2.19,0.47
40914,0.0,2.2,banana,0.94,0.43
28073,0.12,4.5,coffee,2.97,0.66
13443,0.0,4.6,wheat,1.95,0.42
15822,0.04,2.7,tea,1.77,0.65
34162,0.68,1.9,cassava,1.13,0.6
32706,0.78,3.8,maize,1.81,0.48
5875,0.47,11.1,wheat,7.08,0.64
35378,0.14,2.5,wheat,1.49,0.59
7656,0.98,0.6,cassava,0.18,0.3
42872,0.53,7.5,tea,2.77,0.37
31733,0.22,1.2,tea,0.92,0.76
25941,0.04,1.3,cassava,0.63,0.48
24414,0.02,1.7,coffee,0.93,0.55
18415,0.25,3.2,banana,1.48,0.46
35263,0.0,9.4,rice,5.53,0.59
3693,0.02,5.0,wheat,3.48,0.7
28192,0.47,1.2,wheat,0.69,0.58
33465,0.25,1.1,tea,0.55,0.5
6605,0.21,2.0,potato,1.06,0.53
8541,0.77,2.3,wheat,0.97,0.42
22859,0.35,2.5,tea,1.55,0.62
38932,0.0,4.1,coffee,2.01,0.49
19854,0.89,2.2,tea,0.75,0.34
38807,0.37,3.4,wheat,1.88,0.55
26891,0.05,2.1,cassava,1.16,0.55
36177,0.33,13.1,tea,8.29,0.63
758,0.02,2.7,banana,1.29,0.48
12080,0.0,2.5,coffee,1.4,0.56
42426,0.08,14.5,maize,7.19,0.5
21899,0.01,1.9,wheat,1.0,0.53
8468,0.27,14.1,potato,8.24,0.58
24836,0.09,1.1,cassava,0.54,0.49
35102,0.25,4.0,maize,2.3,0.58
12513,0.0,13.6,rice,7.75,0.57
5726,0.0,2.3,coffee,1.29,0.56
43390,0.03,7.7,banana,4.18,0.54
38900,0.32,4.9,maize,2.43,0.5
13748,0.28,5.6,potato,3.14,0.56
262,0.49,2.0,cassava,0.93,0.46
36239,0.02,3.3,potato,1.69,0.51
41118,0.08,4.2,rice,2.67,0.64
14493,0.36,2.4,tea,1.62,0.68
7468,0.01,4.2,wheat,2.14,0.51
5373,0.16,4.5,maize,2.82,0.63
32227,0.0,6.6,banana,2.18,0.33
9994,0.13,1.6,wheat,0.72,0.45
341,0.23,2.6,potato,1.73,0.67
3843,0.33,1.7,maize,0.77,0.45
273,0.41,14.6,wheat,5.64,0.39
39438,0.09,0.9,cassava,0.44,0.48
20481,0.84,2.3,wheat,0.79,0.34
5011,0.29,1.7,potato,0.92,0.54
28613,0.31,1.4,maize,0.81,0.58
41515,0.31,9.0,cassava,4.91,0.55
24093,0.04,6.0,banana,3.18,0.53
21099,0.02,1.0,wheat,0.69,0.69
31997,0.07,2.7,coffee,1.44,0.53
21571,0.01,1.7,potato,1.06,0.62
28119,0.69,7.9,cassava,3.45,0.44
44570,0.11,9.1,potato,5.84,0.64
16063,0.28,2.6,wheat,1.14,0.44
322,0.15,0.6,wheat,0.28,0.47
32417,0.15,13.9,wheat,7.65,0.55
24268,0.09,5.9,rice,2.9,0.49
19443,0.01,0.7,potato,0.42,0.6
30038,0.06,2.3,banana,1.21,0.52
3426,0.09,1.3,cassava,0.63,0.48
39771,0.72,2.6,tea,0.94,0.36
10761,0.27,3.5,potato,1.85,0.53
15217,0.13,9.6,banana,6.36,0.66
16124,0.04,13.0,banana,7.01,0.54
38034,0.15,12.2,tea,9.38,0.77
13345,0.45,1.1,potato,0.58,0.52
38938,0.34,0.9,coffee,0.44,0.49
33413,0.0,4.0,banana,1.74,0.43
2863,0.14,5.7,tea,3.74,0.66
15121,0.04,4.1,wheat,2.13,0.52
9146,0.03,0.8,wheat,0.44,0.54
6865,0.0,11.4,rice,6.35,0.56
27298,0.05,1.9,potato,1.23,0.65
30995,0.13,0.9,banana,0.47,0.52
22781,0.59,12.9,tea,6.13,0.48
18194,0.62,13.0,wheat,4.61,0.35
8200,0.34,2.8,tea,1.64,0.58
7390,0.66,1.4,banana,0.54,0.39
30830,0.01,4.4,maize,2.67,0.61
16890,0.21,6.9,potato,4.53,0.66
19685,0.04,2.4,coffee,1.08,0.45
14058,0.1,1.8,cassava,0.62,0.34
10089,0.07,1.4,coffee,0.77,0.55
1331,0.0,3.7,wheat,1.8,0.49
29303,0.7,1.3,banana,0.41,0.32
6016,0.41,1.6,coffee,0.56,0.35
19387,0.43,4.8,wheat,2.49,0.52
31232,0.09,1.9,wheat,1.15,0.6
29574,0.09,3.8,coffee,1.83,0.48
19413,0.18,3.5,wheat,2.05,0.59
32465,0.03,0.7,wheat,0.4,0.58
17516,0.12,1.6,potato,0.92,0.57
12024,0.0,1.7,wheat,0.93,0.55
725,0.07,4.6,coffee,2.38,0.52
38936,0.0,1.0,banana,0.42,0.42
28086,0.22,9.6,maize,4.59,0.48
35053,0.24,1.6,wheat,1.05,0.66
4246,0.04,4.5,coffee,2.22,0.49
36096,0.49,1.7,cassava,0.88,0.52
33930,0.05,4.2,cassava,2.27,0.54
35417,0.04,2.8,banana,1.31,0.47
31754,0.23,2.0,wheat,0.74,0.37
21484,0.23,12.0,potato,7.05,0.59
28446,0.21,2.7,wheat,1.77,0.66
32025,0.01,4.6,wheat,3.18,0.69
40659,0.26,10.8,cassava,5.7,0.53
25290,0.18,2.9,cassava,1.57,0.54
24316,0.9,8.5,cassava,4.08,0.48
103,0.05,4.9,tea,3.5,0.71
34362,0.28,11.3,wheat,6.17,0.55
26760,0.3,4.9,wheat,2.5,0.51
32549,0.56,2.5,cassava,1.42,0.57
2269,0.14,2.8,rice,1.36,0.48
38561,0.23,5.0,cassava,2.64,0.53
2059,0.24,0.7,wheat,0.29,0.41
14836,0.2,4.9,wheat,2.25,0.46
640,0.04,4.5,cassava,2.04,0.45
14917,0.27,1.6,tea,1.2,0.75
31542,0.93,3.2,maize,1.42,0.44
25747,0.0,9.4,wheat,5.13,0.55
33046,0.0,3.9,coffee,1.8,0.46
14748,0.01,3.7,rice,2.07,0.56
38598,0.0,12.1,rice,6.9,0.57
21266,0.13,3.9,banana,1.78,0.46
32822,0.17,2.0,tea,1.57,0.79
14802,0.05,1.4,rice,0.77,0.55
21298,0.0,3.9,cassava,1.44,0.37
35431,0.38,9.5,maize,3.46,0.36
5904,0.21,1.7,tea,0.76,0.45
28032,0.25,12.6,coffee,6.04,0.48
28373,0.0,7.3,rice,3.86,0.53
17018,0.04,0.6,banana,0.21,0.35
37631,0.06,2.3,banana,0.99,0.43
7738,0.0,1.2,wheat,0.65,0.54
38035,0.19,1.6,potato,0.9,0.56
176,0.0,3.0,banana,1.34,0.45
9506,0.0,7.5,rice,4.82,0.64
33858,0.33,1.1,cassava,0.65,0.59
34194,0.49,3.5,cassava,1.9,0.54
9246,0.31,5.7,maize,3.01,0.53
17834,0.14,3.2,potato,1.78,0.56
5770,0.03,4.5,potato,3.13,0.7
16468,0.16,4.8,coffee,2.87,0.6
18239,0.29,1.2,potato,0.68,0.57
20252,0.15,5.0,wheat,3.61,0.72
5466,0.99,1.9,wheat,0.62,0.33
35313,0.16,2.3,wheat,1.49,0.65
36095,0.15,11.0,wheat,7.29,0.66
6206,0.08,3.2,tea,2.23,0.7
35452,0.08,5.0,banana,2.66,0.53
16739,0.17,3.3,cassava,2.08,0.63
13298,0.89,1.7,wheat,0.66,0.39
36112,0.06,1.4,tea,1.19,0.85
32758,0.18,1.0,coffee,0.39,0.39
41841,0.01,10.0,rice,6.0,0.6
18872,0.05,5.7,wheat,3.9,0.68
29136,0.0,1.9,wheat,0.93,0.49
23430,0.44,3.1,wheat,1.3,0.42
30446,0.65,11.8,tea,5.91,0.5
11823,0.44,3.2,wheat,1.55,0.49
28462,0.06,3.7,wheat,2.04,0.55
13277,0.05,4.2,banana,1.99,0.47
13400,0.01,7.6,potato,4.78,0.63
13941,0.24,1.3,cassava,0.74,0.57
11380,0.23,4.1,maize,2.53,0.62
8337,0.42,4.3,cassava,2.32,0.54
2885,0.01,4.4,wheat,1.87,0.43
2907,0.03,3.1,banana,1.34,0.43
20604,0.13,3.6,coffee,1.36,0.38
11124,0.11,3.3,cassava,1.46,0.44
43238,0.4,2.0,wheat,0.76,0.38
4283,0.04,3.1,coffee,1.49,0.48
32139,0.36,0.7,maize,0.33,0.48
28243,0.32,3.0,wheat,1.82,0.61
22158,0.29,1.1,tea,0.86,0.78
24957,0.03,1.8,cassava,0.89,0.49
43736,0.13,2.9,cassava,1.42,0.49
10491,0.27,1.7,wheat,0.7,0.41
12431,0.37,7.9,potato,4.19,0.53
14832,0.9,0.6,cassava,0.33,0.56
41746,0.12,1.8,tea,0.94,0.52
31267,0.19,10.8,maize,6.99,0.65
29221,0.37,5.0,cassava,2.84,0.57
27774,0.1,1.5,coffee,0.73,0.48
21854,0.11,2.6,coffee,1.2,0.46
4831,0.0,2.2,banana,0.92,0.42
18097,0.22,0.6,maize,0.32,0.54
12481,0.12,9.3,wheat,6.47,0.7
19926,0.0,14.5,banana,5.92,0.41
19052,0.02,1.9,cassava,0.98,0.52
39501,0.07,2.2,wheat,1.22,0.55
15832,0.1,3.8,potato,2.17,0.57
5080,0.97,6.7,banana,2.26,0.34
15011,0.14,3.2,tea,2.24,0.7
8570,0.0,3.9,banana,1.7,0.44
31375,0.03,13.1,banana,4.85,0.37
27850,0.71,0.6,tea,0.24,0.4
26208,0.35,5.0,cassava,2.63,0.53
5139,0.43,1.9,wheat,0.97,0.51
15019,0.21,0.9,maize,0.48,0.53
2527,0.42,0.8,tea,0.32,0.4
26893,0.28,4.3,wheat,2.92,0.68
8410,0.54,3.3,banana,1.05,0.32
11426,0.25,10.5,coffee,4.43,0.42
22059,0.61,10.9,teaa,5.37,0.49
18391,0.26,4.8,maize,2.52,0.52
3940,0.17,14.9,potato,8.6,0.58
292,0.38,13.2,tea,6.03,0.46
22572,0.0,2.6,rice,1.58,0.61
17479,0.53,4.9,cassava,2.29,0.47
29044,0.06,3.8,coffee,2.08,0.55
14076,0.04,2.9,banana,1.34,0.46
23187,0.45,11.5,potato,5.9,0.51
13933,0.06,2.2,cassava,0.97,0.44
43774,0.25,1.2,maize,0.78,0.65
351,0.05,2.1,cassava,0.87,0.42
15423,0.17,10.0,tea,8.24,0.82
16420,0.05,4.6,potato,2.92,0.63
21861,0.2,1.9,cassava,0.86,0.45
31588,0.14,8.6,tea,5.06,0.59
31245,0.18,13.5,banana,6.06,0.45
23467,0.21,4.9,maize,3.3,0.67
6925,0.17,12.3,banana,7.44,0.6
34630,0.01,1.2,potato,0.78,0.65
30396,0.36,3.2,cassava,1.86,0.58
30867,0.05,1.0,cassava,0.5,0.5
34848,0.9,14.3,banana,3.9,0.27
22114,0.75,3.3,cassava,1.55,0.47
10428,0.08,3.4,coffee,1.88,0.55
37444,0.58,1.5,tea,0.58,0.39
24569,0.31,0.8,potato,0.42,0.52
27227,0.07,1.8,cassava,0.86,0.48
3555,0.23,4.3,maize,2.06,0.48
27544,0.15,1.6,rice,0.97,0.6
43940,0.81,1.5,wheat,0.58,0.38
38089,0.08,10.5,wheat,4.59,0.44
44600,0.61,3.1,wheat,1.35,0.44
4157,0.06,0.9,banana,0.52,0.58
6994,0.24,1.6,wheat,0.94,0.59
2296,0.19,3.3,wheat,2.18,0.66
45078,0.2,1.7,wheat,1.02,0.6
681,0.2,1.0,banana,0.45,0.45
6623,0.0,3.9,banana,1.19,0.31
10237,0.38,14.7,wheat,6.63,0.45
25787,0.18,10.1,coffee,6.42,0.64
40308,0.04,3.8,coffee,1.67,0.44
25961,0.21,0.7,potato,0.43,0.62
42221,0.22,3.1,potato,1.93,0.62
25214,0.08,1.1,maize,0.47,0.43
20214,0.1,11.6,rice,7.37,0.64
39203,0.09,1.3,coffee,0.59,0.45
22074,0.18,1.5,tea,1.16,0.78
34830,0.03,3.9,tea,2.13,0.54
28496,0.12,8.6,cassava,3.84,0.45
31763,0.0,12.4,banana,4.16,0.34
41305,0.04,2.2,coffee,1.08,0.49
24158,0.15,3.9,wheat,2.6,0.67
28620,0.03,0.8,rice,0.53,0.67
15673,0.4,0.6,coffee,0.25,0.42
8504,0.09,11.0,potato,6.84,0.62
12524,0.36,4.6,tea,2.06,0.45
40374,0.05,6.6,banana,4.14,0.63
19811,0.31,14.5,potato,8.93,0.62
41159,0.97,4.8,banana,1.81,0.38
3519,0.43,1.6,maize,0.95,0.6
40958,0.07,1.5,coffee,0.63,0.42
12918,0.34,4.8,cassava,2.33,0.49
35821,0.35,1.5,potato,0.87,0.58
5822,0.45,2.6,banana,1.12,0.43
6432,0.28,1.0,potato,0.58,0.58
35437,0.82,5.1,cassava,2.09,0.41
20097,0.15,6.5,tea,4.21,0.65
18821,0.13,3.3,tea,1.73,0.52
41147,0.02,6.3,coffee,2.45,0.39
3916,0.1,1.4,banana,0.6,0.43
5567,0.1,2.0,potato,1.26,0.63
41972,0.01,2.5,wheat,1.28,0.51
34649,0.74,1.5,cassava,0.62,0.42
1876,0.21,0.6,potato,0.38,0.63
13728,0.15,4.7,potato,2.29,0.49
19277,0.52,1.1,teaa,0.59,0.53
19762,0.03,1.4,wheat,0.72,0.51
1864,0.25,0.8,potato,0.46,0.58
34307,0.16,1.7,tea,1.19,0.7
9793,0.31,1.1,wheat,0.45,0.41
6648,0.0,0.5,banana,0.21,0.42
13802,0.54,1.9,tea,0.75,0.39
19645,0.0,10.9,wheat,4.76,0.44
25181,0.02,3.5,potato,2.22,0.64
15953,0.32,1.8,potato,1.05,0.58
34752,0.05,9.6,tea,5.71,0.59
22775,0.04,1.0,cassava,0.52,0.52
23357,0.07,1.0,maize,0.6,0.6
38740,0.09,0.8,potato,0.52,0.65
33727,0.15,2.8,cassava,1.08,0.39
2705,0.0,3.5,banana,1.35,0.38
43622,0.88,3.8,tea,1.71,0.45
25824,0.27,2.4,potato,1.49,0.62
13586,0.11,1.3,cassava,0.56,0.43
14222,0.22,4.9,wheat,3.27,0.67
43670,0.0,2.3,maize,1.56,0.68
44246,0.25,0.7,wheat,0.39,0.56
625,0.25,1.8,maize,0.96,0.53
26361,0.25,3.6,potato,2.02,0.56
42474,0.25,0.6,potato,0.35,0.59
5874,0.28,2.3,banana,1.29,0.56
4615,0.25,1.2,banana,0.67,0.56
38283,0.07,13.3,tea,7.13,0.54
11420,0.08,14.7,cassava,5.83,0.4
33423,0.16,1.0,coffee,0.53,0.53
